Data,Nome do Produto,Quantidade,Lucro
2023-10-10,Produto B,95,793.11
2023-01-06,Produto D,82,170.99
2023-01-22,Produto D,58,619.97
2022-09-11,Produto B,78,707.62
2023-01-24,Produto D,81,305.88
2023-08-22,Produto C,46,287.44
2023-10-21,Produto A,50,942.74
2022-07-23,Produto B,19,82.01
2023-08-17,Produto A,1,726.23
2023-09-08,Produto B,70,208.26
2023-09-01,Produto B,76,466.2
2023-03-28,Produto A,32,92.67
2023-11-26,Produto C,14,841.4
2022-08-24,Produto D,45,416.19
2023-11-05,Produto A,52,903.3
2023-12-31,Produto B,19,786.01
2023-10-25,Produto A,63,689.15
2023-01-15,Produto C,96,574.17
2023-10-19,Produto D,67,132.59
2023-05-17,Produto B,60,251.71
2022-12-29,Produto D,21,479.72
2023-02-21,Produto C,78,729.73
2024-04-20,Produto C,97,83.8
2022-09-07,Produto B,5,625.77
2024-06-20,Produto A,2,699.21
2023-05-25,Produto D,90,308.9
2024-01-30,Produto C,24,138.28
2024-01-23,Produto B,66,364.21
2022-08-18,Produto C,81,113.35
2022-12-28,Produto C,25,286.33
2023-07-21,Produto D,88,133.11
2024-05-28,Produto D,31,944.98
2023-11-30,Produto B,21,832.31
2024-03-04,Produto C,12,352.93
2022-11-08,Produto A,73,843.83
2024-02-22,Produto C,78,523.73
2024-04-06,Produto B,89,480.48
2023-12-24,Produto B,73,321.4
2024-01-08,Produto C,84,15.85
2022-08-06,Produto C,74,521.78
2023-05-27,Produto B,94,414.44
2023-08-07,Produto C,11,196.79
2023-01-30,Produto A,31,848.67
2023-06-06,Produto D,68,186.74
2023-06-06,Produto B,84,598.26
2022-08-01,Produto D,88,509.82
2023-10-05,Produto D,8,675.76
2023-10-21,Produto B,14,304.02
2022-09-19,Produto D,81,10.42
2023-04-22,Produto D,24,390.87
2023-03-04,Produto D,29,906.24
2023-07-10,Produto C,56,689.58
2022-11-21,Produto D,52,891.69
2023-01-08,Produto C,59,800.77
2022-12-31,Produto C,72,29.43
2023-04-14,Produto D,84,940.54
2024-04-25,Produto D,3,554.46
2024-02-10,Produto D,69,249.19
2024-05-23,Produto D,2,99.58
2022-07-15,Produto C,70,857.37
2023-08-08,Produto A,86,727.37
2022-11-28,Produto A,33,570.1
2022-10-21,Produto C,15,592.91
2022-09-20,Produto D,9,806.98
2022-08-02,Produto A,98,549.4
2023-11-23,Produto C,44,988.72
2024-01-20,Produto B,87,764.52
2023-04-13,Produto B,77,148.78
2024-06-05,Produto C,32,454.02
2022-11-16,Produto C,25,26.78
2022-08-07,Produto A,81,229.22
2024-03-18,Produto B,69,127.35
2023-10-03,Produto A,87,669.28
2023-02-22,Produto C,84,470.76
2023-08-30,Produto A,70,578.88
2023-11-21,Produto B,92,935.73
2023-08-06,Produto B,60,10.82
2023-10-13,Produto A,28,867.49
2023-09-08,Produto C,6,135.75
2022-07-25,Produto C,55,447.21
2023-02-05,Produto D,78,102.44
2022-12-20,Produto C,70,689.34
2022-10-03,Produto A,47,242.04
2023-10-21,Produto C,75,779.08
2022-11-19,Produto C,7,546.67
2022-09-30,Produto B,29,798.8
2023-11-20,Produto D,14,375.48
2024-03-23,Produto B,2,868.33
2023-08-22,Produto C,71,524.62
2024-01-12,Produto D,13,579.16
2024-04-17,Produto C,25,40.04
2023-01-11,Produto C,74,953.83
2024-01-04,Produto D,88,600.64
2022-08-15,Produto C,67,426.09
2022-08-06,Produto B,66,959.75
2023-01-07,Produto D,10,278.79
2023-05-25,Produto C,37,892.57
2024-01-30,Produto C,15,260.58
2023-06-28,Produto C,25,234.34
2023-10-08,Produto C,4,778.1
2023-03-31,Produto C,37,398.58
2024-01-01,Produto C,6,657.49
2024-06-15,Produto C,93,575.9
2023-11-09,Produto D,86,746.16
2022-11-21,Produto C,100,491.44
2023-10-10,Produto A,96,947.91
2023-06-29,Produto A,94,519.68
2024-03-04,Produto C,94,370.64
2023-03-14,Produto A,73,813.03
2023-07-11,Produto D,51,960.43
2024-04-22,Produto D,97,866.67
2024-06-12,Produto C,28,855.71
2024-02-29,Produto A,42,456.89
2024-03-18,Produto B,69,393.88
2024-02-12,Produto A,27,149.61
2022-08-25,Produto A,46,699.41
2023-12-19,Produto C,90,293.49
2022-12-09,Produto A,72,775.4
2024-04-30,Produto C,74,439.45
2022-12-30,Produto D,46,523.33
2023-07-16,Produto B,22,867.96
2023-06-30,Produto D,9,473.24
2023-04-17,Produto B,43,178.28
2023-11-29,Produto B,90,271.81
2024-05-11,Produto D,74,821.99
2023-10-22,Produto A,80,305.36
2024-01-01,Produto C,46,970.25
2023-08-05,Produto B,3,604.24
2023-01-06,Produto B,33,197.08
2023-05-01,Produto A,23,821.45
2024-02-10,Produto C,38,447.87
2022-07-07,Produto B,53,388.82
2022-11-30,Produto B,1,43.66
2022-09-17,Produto C,8,482.0
2023-10-16,Produto D,97,779.58
2023-05-12,Produto C,30,573.98
2024-02-17,Produto A,33,857.51
2024-02-10,Produto B,74,314.23
2022-09-12,Produto A,84,325.38
2024-03-23,Produto A,24,321.22
2024-05-23,Produto A,4,911.64
2024-02-03,Produto C,24,702.03
2022-11-15,Produto B,70,480.85
2023-10-29,Produto D,89,132.91
2023-08-30,Produto D,34,400.33
2023-07-01,Produto D,25,95.31
2023-01-11,Produto D,36,78.76
2023-12-07,Produto B,17,19.69
2024-01-06,Produto C,82,527.36
2024-05-19,Produto C,68,30.43
2022-07-10,Produto D,56,491.1
2023-08-30,Produto A,12,596.46
2024-05-05,Produto B,22,314.85
2022-11-04,Produto A,34,575.36
2023-10-26,Produto A,37,766.9
2023-04-17,Produto B,45,42.09
2024-01-11,Produto B,72,33.43
2022-08-15,Produto D,15,303.39
2023-05-21,Produto C,8,961.27
2023-03-11,Produto B,40,565.05
2023-09-24,Produto B,62,361.4
2023-02-16,Produto C,68,219.77
2023-07-10,Produto D,9,291.09
2023-05-14,Produto C,49,309.8
2024-06-08,Produto A,9,396.16
2023-11-12,Produto B,100,394.07
2024-04-23,Produto C,93,964.78
2024-06-10,Produto C,59,930.7
2024-02-06,Produto B,17,575.26
2023-11-30,Produto C,32,940.88
2023-09-21,Produto B,40,311.54
2023-08-06,Produto A,13,619.92
2024-05-16,Produto D,89,928.53
2022-12-03,Produto A,70,240.45
2022-11-25,Produto B,30,334.27
2022-09-27,Produto D,44,170.02
2022-09-17,Produto D,55,731.64
2022-10-05,Produto B,92,418.46
2022-08-26,Produto A,89,57.5
2022-11-12,Produto B,24,57.76
2024-04-18,Produto C,52,651.12
2024-02-05,Produto C,45,849.66
2023-06-18,Produto D,25,547.2
2022-08-27,Produto C,72,750.24
2022-09-18,Produto D,37,288.8
2023-07-23,Produto B,28,523.56
2023-08-07,Produto A,36,469.85
2024-05-17,Produto C,52,898.16
2024-05-20,Produto A,48,590.83
2023-02-21,Produto B,93,252.87
2023-12-21,Produto A,88,907.24
2023-10-28,Produto C,23,684.41
2023-04-21,Produto C,94,631.11
2024-01-10,Produto A,91,683.89
2022-07-22,Produto A,28,758.01
2024-05-16,Produto C,99,368.89
2024-01-16,Produto B,80,429.85
2024-05-24,Produto D,85,690.05
2024-03-17,Produto C,21,390.24
2024-03-25,Produto A,94,522.91
2022-12-03,Produto D,75,324.65
2022-12-04,Produto C,12,916.41
2022-12-04,Produto C,63,681.83
2024-05-30,Produto D,12,743.64
2022-10-22,Produto D,78,556.79
2023-05-23,Produto D,35,382.34
2023-02-23,Produto C,48,521.34
2023-07-14,Produto C,12,915.38
2023-10-07,Produto D,86,672.96
2022-10-11,Produto D,92,687.49
2023-06-13,Produto B,49,889.46
2024-02-06,Produto A,40,563.45
2022-07-14,Produto A,44,343.07
2024-02-07,Produto C,23,642.26
2024-04-29,Produto D,74,955.87
2024-06-01,Produto B,69,602.67
2023-10-28,Produto D,43,114.91
2022-08-01,Produto D,30,117.6
2023-01-19,Produto B,30,863.68
2023-03-02,Produto A,51,950.66
2023-10-31,Produto C,56,43.64
2024-03-22,Produto A,94,255.76
2024-06-09,Produto B,57,208.93
2023-07-07,Produto B,10,816.65
2023-12-13,Produto C,11,194.06
2022-09-23,Produto C,86,189.64
2024-04-04,Produto D,7,150.28
2023-05-12,Produto A,89,236.9
2023-09-12,Produto C,38,494.25
2023-10-17,Produto B,63,566.37
2023-08-15,Produto D,88,74.76
2023-11-24,Produto B,12,160.42
2022-10-17,Produto B,100,121.16
2023-04-13,Produto A,45,208.13
2022-11-28,Produto B,52,292.03
2024-06-07,Produto C,78,489.27
2023-02-25,Produto A,37,877.03
2022-08-29,Produto D,52,44.02
2024-03-21,Produto C,85,589.68
2024-04-23,Produto D,9,906.28
2023-08-04,Produto A,96,255.64
2024-03-17,Produto B,48,494.11
2023-09-22,Produto B,44,240.47
2023-08-27,Produto B,95,741.96
2023-01-12,Produto A,85,795.9
2024-05-18,Produto B,37,489.46
2023-10-25,Produto C,84,403.99
2022-09-12,Produto B,22,386.68
2023-07-23,Produto B,9,736.73
2022-11-05,Produto B,34,252.91
2024-05-18,Produto D,45,842.94
2023-11-17,Produto D,98,219.32
2023-06-07,Produto A,8,676.63
2023-05-04,Produto D,37,65.61
2023-05-29,Produto B,74,136.86
2023-05-07,Produto D,10,963.49
2023-07-20,Produto B,92,468.44
2023-01-09,Produto A,8,21.88
2023-02-26,Produto B,79,406.7
2022-10-27,Produto D,74,795.1
2022-12-13,Produto C,92,85.89
2024-02-18,Produto B,63,116.24
2023-01-07,Produto B,12,826.63
2022-08-10,Produto D,10,802.8
2022-12-24,Produto D,86,490.02
2023-02-20,Produto C,16,531.1
2023-09-23,Produto A,87,509.29
2022-09-14,Produto A,99,311.23
2023-06-22,Produto B,37,626.75
2022-10-06,Produto A,17,448.93
2023-10-27,Produto C,14,503.5
2022-12-11,Produto D,5,485.38
2023-07-29,Produto C,10,703.58
2024-03-02,Produto C,97,787.22
2023-07-17,Produto D,87,293.18
2023-11-14,Produto A,71,874.51
2023-05-11,Produto B,52,916.12
2024-01-04,Produto D,3,260.59
2023-09-02,Produto A,88,519.16
2024-03-05,Produto C,65,248.04
2023-07-20,Produto D,10,998.7
2022-10-31,Produto A,72,566.79
2024-04-12,Produto A,71,608.26
2022-11-23,Produto D,5,378.89
2024-02-25,Produto C,20,112.45
2023-02-08,Produto C,47,648.73
2023-12-23,Produto C,55,189.77
2023-10-31,Produto C,71,909.94
2023-11-08,Produto D,50,470.3
2023-06-13,Produto C,15,189.15
2023-12-01,Produto A,90,748.82
2023-11-12,Produto A,40,276.31
2022-08-26,Produto A,50,438.74
2023-12-11,Produto A,33,49.53
2023-03-22,Produto B,58,666.85
2023-11-14,Produto A,73,634.22
2023-03-17,Produto A,81,601.26
2022-09-19,Produto B,82,671.26
2022-11-27,Produto C,24,167.62
2022-08-10,Produto D,85,775.8
2023-10-10,Produto B,45,618.8
2023-02-21,Produto B,39,620.59
2022-11-12,Produto B,31,70.3
2024-01-23,Produto C,22,782.73
2024-02-10,Produto A,71,58.82
2023-04-20,Produto B,54,409.57
2023-04-06,Produto C,14,377.77
2023-11-04,Produto D,42,110.79
2023-03-24,Produto A,93,351.08
2022-07-23,Produto D,6,468.57
2022-09-01,Produto D,43,402.79
2023-08-21,Produto C,80,220.43
2023-09-07,Produto B,64,637.57
2023-09-12,Produto B,75,386.7
2024-05-12,Produto B,73,983.7
2022-12-09,Produto D,39,83.03
2022-11-05,Produto D,51,580.38
2024-02-11,Produto B,94,288.6
2024-04-04,Produto D,21,34.81
2024-06-03,Produto B,30,239.62
2024-03-01,Produto B,16,418.85
2022-11-14,Produto C,17,75.14
2023-04-14,Produto C,75,218.38
2023-04-25,Produto D,6,43.97
2022-09-02,Produto D,96,565.68
2023-01-06,Produto D,12,212.97
2024-01-26,Produto B,79,757.17
2024-03-06,Produto B,57,375.59
2024-05-10,Produto A,90,963.56
2022-12-07,Produto B,64,969.48
2024-05-22,Produto A,6,226.3
2023-03-17,Produto B,6,70.22
2024-01-11,Produto B,69,996.58
2022-09-10,Produto D,43,233.23
2023-05-01,Produto C,92,96.22
2024-02-28,Produto B,12,327.12
2022-12-03,Produto B,65,588.85
2023-10-15,Produto A,39,626.64
2023-11-06,Produto A,26,521.85
2022-10-18,Produto A,31,953.98
2023-09-13,Produto B,28,305.18
2023-06-01,Produto A,78,712.61
2022-12-11,Produto B,40,936.03
2022-10-04,Produto D,94,916.04
2023-08-02,Produto C,40,634.9
2023-04-25,Produto A,39,135.92
2023-02-22,Produto B,13,462.66
2023-10-19,Produto D,46,65.97
2023-10-06,Produto B,45,892.13
2023-04-03,Produto C,96,605.28
2022-12-07,Produto C,77,295.32
2023-07-02,Produto B,1,348.4
2023-08-19,Produto D,73,717.96
2024-04-01,Produto A,84,907.26
2023-05-13,Produto D,96,719.6
2022-12-14,Produto C,43,971.36
2023-02-09,Produto B,60,859.74
2024-04-04,Produto B,92,195.39
2022-11-13,Produto A,59,423.54
2023-06-05,Produto D,25,69.29
2022-12-21,Produto A,53,729.3
2023-08-10,Produto A,56,808.1
2023-08-14,Produto A,46,908.17
2023-01-06,Produto B,40,665.71
2024-02-13,Produto B,100,10.68
2024-03-30,Produto D,28,85.41
2023-06-10,Produto A,54,363.46
2023-04-10,Produto B,94,383.17
2022-09-19,Produto B,78,346.54
2024-03-19,Produto B,55,711.25
2022-08-04,Produto D,7,252.82
2023-08-12,Produto C,29,765.8
2022-10-28,Produto A,44,358.71
2023-03-12,Produto C,65,36.56
2024-02-20,Produto B,93,913.28
2023-01-07,Produto C,44,715.83
2024-06-06,Produto D,36,640.33
2022-10-22,Produto C,34,439.82
2023-07-20,Produto C,86,882.86
2024-06-13,Produto D,18,751.26
2023-08-05,Produto B,9,404.72
2023-11-27,Produto A,71,720.3
2024-02-26,Produto C,54,277.94
2023-02-14,Produto A,15,179.03
2023-05-22,Produto C,42,503.55
2023-10-23,Produto B,22,14.85
2024-02-15,Produto B,65,198.27
2024-03-16,Produto D,41,361.27
2023-12-02,Produto C,11,584.83
2023-06-04,Produto B,14,353.91
2023-08-14,Produto D,34,811.54
2023-04-17,Produto C,69,434.46
2022-08-17,Produto B,94,501.61
2024-04-21,Produto B,40,373.75
2023-08-08,Produto A,77,708.9
2023-05-02,Produto B,65,913.07
2022-08-17,Produto D,33,688.25
2023-09-23,Produto D,22,851.61
2024-03-28,Produto C,38,422.06
2023-05-09,Produto A,47,261.23
2023-05-22,Produto D,98,708.59
2022-12-31,Produto D,59,456.51
2023-12-01,Produto B,16,282.17
2022-08-08,Produto A,72,881.79
2024-01-31,Produto C,65,485.72
2022-09-10,Produto D,8,161.17
2023-09-06,Produto A,64,505.84
2023-12-14,Produto D,44,718.86
2022-07-30,Produto A,7,912.25
2023-02-19,Produto B,85,820.82
2024-03-17,Produto B,15,472.72
2024-04-17,Produto B,29,276.17
2022-10-16,Produto C,61,521.65
2023-08-12,Produto D,52,791.94
2024-06-21,Produto B,41,342.2
2024-06-09,Produto D,71,687.03
2023-07-11,Produto A,61,984.68
2024-03-11,Produto B,88,892.35
2022-10-11,Produto B,57,606.06
2022-10-05,Produto A,33,589.98
2022-10-20,Produto C,76,404.96
2023-01-22,Produto D,99,625.86
2022-08-24,Produto D,24,441.82
2022-09-05,Produto D,97,509.12
2024-06-14,Produto B,90,774.92
2022-11-13,Produto D,8,144.11
2024-04-19,Produto C,89,994.16
2024-04-17,Produto D,90,655.56
2023-01-08,Produto C,73,287.53
2023-05-06,Produto C,25,529.44
2023-02-10,Produto A,64,640.29
2024-05-04,Produto A,45,281.46
2023-12-09,Produto D,16,40.14
2023-02-14,Produto A,27,241.88
2023-08-12,Produto B,35,552.52
2023-07-08,Produto D,3,850.23
2024-05-23,Produto B,96,311.05
2023-02-15,Produto D,17,208.31
2023-10-28,Produto B,84,315.73
2022-08-15,Produto B,10,925.21
2022-12-06,Produto B,91,867.44
2024-04-24,Produto A,13,947.52
2023-01-16,Produto C,56,713.09
2024-01-20,Produto B,46,174.39
2024-01-20,Produto D,74,943.17
2023-04-27,Produto B,33,51.02
2023-01-08,Produto D,40,381.96
2023-01-30,Produto B,84,490.07
2023-12-13,Produto D,46,153.04
2022-10-05,Produto D,66,894.04
2023-02-24,Produto A,66,335.39
2023-09-04,Produto A,83,244.25
2023-12-04,Produto D,64,737.41
2022-12-28,Produto B,88,618.56
2024-04-10,Produto C,52,479.25
2023-08-17,Produto A,12,352.41
2024-05-02,Produto C,17,101.65
2024-06-04,Produto A,85,432.89
2024-06-17,Produto B,28,272.13
2023-09-04,Produto C,59,483.62
2023-10-10,Produto D,55,483.3
2022-12-24,Produto B,24,17.69
2023-05-20,Produto A,40,323.74
2023-07-08,Produto D,74,132.49
2024-05-06,Produto D,98,968.38
2024-04-24,Produto D,15,352.27
2024-01-11,Produto C,68,161.56
2022-07-17,Produto C,25,987.66
2023-09-19,Produto C,29,542.03
2023-08-27,Produto D,49,730.74
2023-12-26,Produto B,67,593.79
2022-12-11,Produto B,87,293.42
2023-06-21,Produto A,80,729.86
2023-09-01,Produto C,97,46.23
2022-09-05,Produto B,19,562.43
2024-05-20,Produto B,48,748.52
2024-03-21,Produto D,49,971.86
2024-01-18,Produto C,59,95.58
2023-06-13,Produto D,20,160.7
2022-09-02,Produto D,49,601.86
2024-04-29,Produto D,10,970.2
2024-05-06,Produto D,52,659.01
2023-10-09,Produto D,80,441.53
2023-06-28,Produto C,82,50.07
2023-11-30,Produto B,57,267.13
2024-03-19,Produto B,85,238.11
2022-09-24,Produto D,4,755.38
2024-01-29,Produto B,8,822.11
2022-11-21,Produto B,51,299.45
2024-05-06,Produto A,28,213.62
2023-04-13,Produto C,85,710.06
2023-11-17,Produto D,87,212.52
2024-04-16,Produto A,14,238.54
2024-06-12,Produto B,90,407.79
2023-02-04,Produto D,13,207.89
2024-05-02,Produto D,72,659.31
2023-07-07,Produto B,95,352.02
2024-05-21,Produto C,94,177.06
2023-06-30,Produto D,13,948.15
2023-10-01,Produto C,26,663.8
2023-10-30,Produto D,49,195.5
2024-03-16,Produto C,63,58.19
2022-09-12,Produto C,41,913.95
2023-06-30,Produto A,11,338.56
2024-04-19,Produto C,82,445.99
2022-11-14,Produto C,68,937.37
2024-05-24,Produto C,1,615.57
2022-07-17,Produto B,70,905.09
2024-05-17,Produto A,29,458.35
2024-04-09,Produto B,26,721.13
2023-02-16,Produto A,98,991.79
2023-01-19,Produto C,37,259.64
2023-01-01,Produto B,8,465.61
2022-10-13,Produto B,30,51.72
2024-03-11,Produto A,17,961.85
2024-03-20,Produto C,46,583.02
2022-08-17,Produto B,36,99.23
2024-05-28,Produto B,62,803.78
2023-09-29,Produto D,80,835.34
2024-04-09,Produto C,91,386.72
2024-03-12,Produto B,11,618.26
2023-08-07,Produto C,35,285.19
2022-11-29,Produto A,16,307.58
2023-03-22,Produto D,7,340.42
2023-05-05,Produto D,54,660.6
2022-11-06,Produto A,36,738.98
2023-11-08,Produto A,92,836.48
2023-12-28,Produto D,4,999.75
2023-08-08,Produto A,32,83.29
2023-08-09,Produto C,87,812.97
2023-11-09,Produto A,85,162.74
2024-03-16,Produto C,86,758.05
2022-08-10,Produto B,11,10.99
2023-04-24,Produto A,26,891.23
2023-03-06,Produto A,20,147.3
2024-03-29,Produto D,95,103.11
2023-04-03,Produto A,76,813.33
2024-02-25,Produto B,42,83.72
2023-08-01,Produto C,6,844.38
2024-02-03,Produto C,31,891.98
2023-07-30,Produto C,79,487.26
2023-08-12,Produto D,61,626.59
2023-08-16,Produto C,49,225.27
2022-12-16,Produto D,40,289.64
2022-12-12,Produto D,37,760.04
2022-09-14,Produto A,95,932.05
2023-10-31,Produto A,25,862.09
2023-12-21,Produto B,44,626.84
2024-03-19,Produto C,53,603.37
2024-02-21,Produto A,65,686.34
2022-08-11,Produto B,17,564.49
2023-07-10,Produto B,51,110.23
2024-01-19,Produto B,88,461.41
2024-06-07,Produto A,91,339.59
2024-01-18,Produto C,83,883.21
2022-08-12,Produto D,83,866.02
2023-05-09,Produto C,15,105.34
2022-11-20,Produto D,52,126.51
2023-04-17,Produto D,24,54.96
2022-10-08,Produto A,74,289.76
2023-01-04,Produto A,47,129.76
2023-01-07,Produto D,5,689.82
2023-02-22,Produto A,40,261.33
2023-05-03,Produto C,59,215.56
2022-11-13,Produto C,87,225.3
2023-09-16,Produto B,36,634.74
2023-10-08,Produto A,63,413.73
2024-02-22,Produto A,45,873.3
2023-10-08,Produto C,38,555.86
2023-02-12,Produto A,27,697.42
2022-10-25,Produto C,40,578.47
2023-05-15,Produto D,21,261.56
2023-01-16,Produto B,6,860.44
2022-07-24,Produto D,77,486.09
2022-11-05,Produto A,44,706.93
2022-11-18,Produto C,37,938.65
2023-12-01,Produto D,73,699.82
2023-08-07,Produto A,24,571.24
2023-01-25,Produto A,76,118.92
2023-07-06,Produto B,68,39.81
2024-01-05,Produto A,24,521.89
2024-03-12,Produto C,65,431.86
2024-04-30,Produto A,77,841.57
2024-05-05,Produto B,34,482.83
2022-09-24,Produto D,20,973.73
2023-07-19,Produto D,37,269.12
2023-08-07,Produto B,100,47.29
2022-12-07,Produto D,32,880.83
2023-02-04,Produto D,73,498.76
2022-12-06,Produto A,2,499.54
2023-11-18,Produto A,95,750.14
2022-10-04,Produto B,60,862.92
2022-07-08,Produto D,91,185.44
2023-01-16,Produto B,85,838.51
2023-12-06,Produto D,33,983.87
2024-01-24,Produto C,93,729.51
2023-06-22,Produto B,55,961.88
2023-02-02,Produto B,19,801.87
2023-11-28,Produto A,92,29.72
2022-10-14,Produto D,53,335.5
2023-11-01,Produto D,18,966.77
2022-08-08,Produto D,18,421.08
2024-06-06,Produto C,13,90.19
2023-04-11,Produto B,48,621.06
2023-06-27,Produto D,77,561.33
2023-03-16,Produto B,1,685.57
2022-10-23,Produto C,62,309.1
2024-02-28,Produto D,54,462.79
2022-10-03,Produto A,21,220.1
2022-09-17,Produto C,100,953.75
2024-01-20,Produto C,87,370.43
2022-11-25,Produto B,62,921.11
2024-05-16,Produto D,30,923.45
2023-09-15,Produto B,22,921.6
2022-10-14,Produto C,28,546.19
2022-08-15,Produto C,69,289.88
2023-03-11,Produto B,77,187.62
2024-05-03,Produto C,62,818.2
2022-08-20,Produto D,82,313.46
2023-07-05,Produto D,88,983.72
2023-07-04,Produto C,92,175.64
2024-06-18,Produto D,21,232.32
2023-02-04,Produto D,95,35.38
2024-02-19,Produto B,88,913.79
2023-07-13,Produto B,41,963.04
2023-07-23,Produto A,15,494.03
2023-04-24,Produto C,100,775.01
2023-12-13,Produto C,56,145.03
2022-08-17,Produto D,72,893.22
2023-01-04,Produto B,61,316.12
2023-02-09,Produto B,88,442.18
2023-04-07,Produto A,49,300.64
2022-10-29,Produto B,95,674.91
2023-01-20,Produto C,5,910.16
2023-08-17,Produto C,69,761.11
2023-08-24,Produto A,77,79.82
2023-11-07,Produto B,64,709.3
2023-01-27,Produto D,86,792.55
2024-05-17,Produto C,87,317.56
2023-04-07,Produto B,22,166.61
2023-08-01,Produto B,15,524.9
2022-09-10,Produto B,20,251.75
2022-12-25,Produto C,84,873.27
